structure_id,fire,damage,roof_material,side_material,ground_deck_material,elevated_deck_material,eaves,vent_screen,window_pane,patio_cover,fence,coordinate_x,coordinate_y
198,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,n/a,136264.808837089,-439648.832778549
199,palisades,no damage,asphalt,wood,n/a,n/a,n/a,n/a,multi pane,n/a,combustible,123907.075944374,-440970.771925129
200,palisades,destroyed (>50%),asphalt,wood,masonry,n/a,n/a,> 1/8 in,n/a,n/a,non-combustible,135614.981258682,-440397.063378982
201,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,multi pane,n/a,combustible,131865.262532723,-440009.514545063
202,palisades,destroyed (>50%),tile,masonry,n/a,n/a,n/a,n/a,multi pane,n/a,non-combustible,135551.882708686,-440817.019872636
203,palisades,destroyed (>50%),asphalt,masonry,masonry,wood,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,132042.008963826,-439693.452988362
204,palisades,no damage,asphalt,masonry,n/a,n/a,n/a,<= 1/8 in,multi pane,n/a,combustible,132002.391467995,-439793.351872941
205,palisades,destroyed (>50%),tile,masonry,masonry,masonry,n/a,unscreened,multi pane,n/a,combustible,124229.586169544,-441005.307106271
206,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,135696.264373649,-440055.271116346
207,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,combustible,n/a,131719.395889467,-440493.877125645
208,palisades,no damage,asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,132394.019845083,-439831.480411643
209,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,<= 1/8 in,multi pane,n/a,combustible,131822.282435229,-440119.211396212
210,palisades,major (25-50%),asphalt,masonry,masonry,composite,unenclosed,> 1/8 in,multi pane,combustible,combustible,124456.170429679,-441048.580386437
211,palisades,affected (>0-10%),tile,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,n/a,135858.661353493,-440817.955759263
212,palisades,destroyed (>50%),tile,masonry,masonry,masonry,n/a,n/a,multi pane,non-combustible,combustible,135717.923839652,-440252.241715094
213,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,127864.67206046,-440877.115912493
214,palisades,no damage,tile,masonry,masonry,masonry,n/a,n/a,multi pane,non-combustible,non-combustible,125006.685036953,-440811.621415084
215,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,<= 1/8 in,n/a,n/a,non-combustible,135794.004408224,-440747.796230532
216,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,> 1/8 in,single pane,n/a,n/a,135717.649969376,-441006.601364674
217,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,135852.542978027,-440847.259906385
218,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,combustible,n/a,131564.679776945,-440079.770406263
219,palisades,no damage,asphalt,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,combustible,n/a,123752.595561053,-440908.075434502
220,palisades,no damage,asphalt,masonry,wood,wood,enclosed,n/a,multi pane,n/a,non-combustible,132017.881997149,-440437.201085554
221,palisades,no damage,asphalt,masonry,wood,masonry,enclosed,> 1/8 in,multi pane,combustible,n/a,125686.98231828,-440230.466133012
222,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,> 1/8 in,multi pane,n/a,non-combustible,132091.933506264,-439998.358534982
223,palisades,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,n/a,combustible,n/a,135738.244696365,-440851.051630445
224,palisades,no damage,tile,wood,n/a,masonry,unenclosed,n/a,multi pane,n/a,non-combustible,137587.399411726,-439549.163780412
225,palisades,destroyed (>50%),asphalt,masonry,n/a,wood,n/a,n/a,multi pane,non-combustible,combustible,131408.932784614,-440572.631718757
226,palisades,no damage,tile,wood,masonry,wood,enclosed,> 1/8 in,multi pane,combustible,non-combustible,124797.094556017,-440647.042472431
227,palisades,no damage,n/a,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,non-combustible,135894.040621633,-439882.767993357
228,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,combustible,n/a,131369.602621302,-440210.901842283
229,palisades,no damage,asphalt,masonry,n/a,wood,unenclosed,n/a,multi pane,n/a,combustible,125833.598440692,-440812.070945127
230,palisades,destroyed (>50%),asphalt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,135868.261625432,-441123.861239487
231,palisades,destroyed (>50%),asphalt,masonry,masonry,wood,n/a,> 1/8 in,multi pane,n/a,non-combustible,135684.085233463,-440404.901399804
232,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,combustible,136044.137314138,-439229.371244613
233,palisades,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,combustible,131785.068496415,-440105.997914808
234,palisades,minor (10-25%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,combustible,131382.178422079,-440370.043936299
235,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,combustible,non-combustible,131339.315284802,-440279.697129961
236,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,multi pane,n/a,non-combustible,131979.616013644,-440113.616483441
237,palisades,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,multi pane,n/a,combustible,127974.526754632,-440863.739886353
238,palisades,no damage,tile,masonry,n/a,n/a,n/a,n/a,multi pane,n/a,n/a,132546.207775067,-440063.991200684
239,palisades,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,131765.64005502,-440063.188748252
240,palisades,destroyed (>50%),tile,masonry,masonry,wood,n/a,> 1/8 in,n/a,n/a,non-combustible,132548.104979759,-440266.053290607
241,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,124277.681201999,-441017.627267864
242,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,combustible,n/a,135810.079147427,-440654.906462964
243,palisades,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,<= 1/8 in,multi pane,n/a,non-combustible,131704.776360225,-440051.372952037
244,palisades,destroyed (>50%),tile,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,n/a,n/a,131601.893483832,-440062.479183879
245,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,combustible,non-combustible,127737.700772949,-440895.323841557
246,palisades,no damage,asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,combustible,combustible,127696.084640617,-440802.197909702
247,palisades,no damage,metal,wood,masonry,masonry,unenclosed,n/a,multi pane,non-combustible,n/a,137314.972447782,-439867.140413061
248,palisades,no damage,asphalt,masonry,masonry,wood,unenclosed,<= 1/8 in,single pane,combustible,non-combustible,132345.309213389,-439869.125712361
249,palisades,destroyed (>50%),n/a,masonry,n/a,masonry,n/a,n/a,multi pane,n/a,n/a,135687.036518604,-441061.868187208
250,palisades,no damage,asphalt,masonry,n/a,n/a,n/a,> 1/8 in,n/a,n/a,non-combustible,136232.874360745,-439512.913835417
251,palisades,no damage,asphalt,masonry,masonry,wood,enclosed,unscreened,multi pane,n/a,n/a,127182.080784225,-440405.508207889
252,palisades,no damage,masonry,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,non-combustible,non-combustible,124149.04869113,-440924.895053418
253,palisades,no damage,tile,masonry,masonry,masonry,enclosed,n/a,multi pane,non-combustible,non-combustible,125540.951243723,-440788.153489623
254,palisades,no damage,asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,combustible,combustible,136715.020129496,-440793.585907102
255,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,non-combustible,131578.622260107,-440218.428172726
256,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,non-combustible,combustible,132083.784528692,-440282.983486595
257,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,single pane,n/a,combustible,135591.161015475,-441063.303967707
258,palisades,affected (>0-10%),asphalt,masonry,n/a,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,131533.517789218,-440372.359565297
259,palisades,destroyed (>50%),n/a,masonry,masonry,masonry,n/a,n/a,n/a,n/a,non-combustible,132044.040229471,-440171.045141177
260,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,<= 1/8 in,multi pane,combustible,non-combustible,131760.47652484,-439874.644655008
261,palisades,no damage,tile,wood,composite,masonry,enclosed,> 1/8 in,single pane,n/a,non-combustible,135965.873747507,-439139.417195503
262,palisades,destroyed (>50%),asphalt,wood,masonry,wood,n/a,n/a,n/a,n/a,combustible,124190.464563862,-440998.91143309
263,palisades,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,132120.793581649,-440014.238711031
264,palisades,no damage,asphalt,masonry,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,125920.410356576,-441068.4283891
265,palisades,no damage,asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,non-combustible,135666.14630293,-440049.044988839
266,palisades,no damage,tile,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,combustible,combustible,132427.401629713,-440394.772116838
267,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,n/a,combustible,135733.94733874,-440149.480100974
268,palisades,no damage,asphalt,masonry,masonry,masonry,n/a,<= 1/8 in,single pane,n/a,non-combustible,131683.027506614,-440345.28544889
269,palisades,destroyed (>50%),tile,masonry,masonry,wood,enclosed,n/a,multi pane,n/a,non-combustible,131333.555695773,-440431.855783552
270,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,131810.44663267,-440251.838322151
271,palisades,destroyed (>50%),n/a,masonry,n/a,wood,n/a,n/a,n/a,n/a,combustible,131461.711239368,-440631.025626628
272,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,n/a,multi pane,n/a,combustible,135552.990641618,-440710.385043647
273,palisades,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,135803.267144853,-439807.721940244
274,palisades,no damage,asphalt,wood,masonry,masonry,enclosed,> 1/8 in,multi pane,non-combustible,combustible,123831.201645939,-440967.319515377
275,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,131616.406989105,-440064.286478639
276,palisades,no damage,asphalt,masonry,n/a,n/a,n/a,> 1/8 in,multi pane,combustible,non-combustible,132060.217093618,-439725.580797784
277,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,combustible,non-combustible,131791.785797179,-439929.856862716
278,palisades,no damage,asphalt,masonry,n/a,wood,enclosed,n/a,multi pane,n/a,combustible,125942.449350239,-441118.748435123
279,palisades,no damage,asphalt,masonry,masonry,masonry,enclosed,> 1/8 in,single pane,non-combustible,non-combustible,124038.862850048,-440937.178071726
280,palisades,affected (>0-10%),masonry,masonry,masonry,wood,n/a,n/a,multi pane,combustible,non-combustible,124322.152257673,-441025.98225273
281,palisades,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,n/a,135637.788770699,-440774.689645927
282,palisades,destroyed (>50%),metal,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,n/a,135717.171476713,-440359.595007911
283,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,non-combustible,131312.80209979,-440309.739671586
284,palisades,destroyed (>50%),tile,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,137508.006547933,-439517.009880163
285,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,n/a,131368.283375014,-440262.162687058
286,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,non-combustible,131375.481587193,-440445.901759867
287,palisades,no damage,tile,masonry,n/a,masonry,enclosed,> 1/8 in,multi pane,n/a,non-combustible,132256.212096463,-439726.952706292
288,palisades,no damage,metal,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,125517.544362651,-440789.705900908
289,palisades,destroyed (>50%),asphalt,wood,masonry,n/a,n/a,n/a,n/a,n/a,n/a,135527.95662864,-440780.114765698
290,palisades,destroyed (>50%),n/a,masonry,masonry,masonry,n/a,> 1/8 in,single pane,n/a,non-combustible,135728.406607673,-440825.032671634
291,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,multi pane,non-combustible,n/a,135831.477810648,-441108.757060984
292,palisades,no damage,tile,masonry,masonry,masonry,enclosed,n/a,multi pane,combustible,combustible,124962.442050404,-440871.542772057
293,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,<= 1/8 in,multi pane,n/a,combustible,136259.417188083,-439551.284261925
294,palisades,no damage,asphalt,masonry,n/a,n/a,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,132110.995314506,-440026.86366397
295,palisades,no damage,asphalt,masonry,masonry,masonry,unenclosed,n/a,multi pane,combustible,combustible,131834.183509865,-440336.144429501
296,palisades,destroyed (>50%),asphalt,wood,n/a,n/a,n/a,> 1/8 in,single pane,n/a,n/a,135606.512213041,-440805.202585628
297,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,unenclosed,n/a,multi pane,combustible,non-combustible,131442.477257698,-440427.51866666
298,palisades,destroyed (>50%),metal,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,134656.812851499,-440817.443571232
299,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,135511.146054463,-441077.46773467
300,palisades,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,combustible,125894.819199604,-441125.393377576
301,palisades,destroyed (>50%),tile,masonry,masonry,masonry,unenclosed,n/a,multi pane,n/a,non-combustible,125446.715517691,-440814.229314435
302,palisades,destroyed (>50%),tile,masonry,n/a,n/a,n/a,n/a,single pane,n/a,n/a,127908.047528906,-440875.055691961
303,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,non-combustible,135723.39840332,-440271.879666498
304,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,n/a,n/a,n/a,n/a,135674.735668605,-440882.80846617
305,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,n/a,127331.917085271,-440359.57854007
306,palisades,destroyed (>50%),tile,masonry,masonry,n/a,enclosed,> 1/8 in,n/a,n/a,non-combustible,127535.653878085,-440654.352234077
307,palisades,affected (>0-10%),n/a,masonry,n/a,n/a,unenclosed,<= 1/8 in,multi pane,non-combustible,combustible,131988.484742543,-439839.850392673
308,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,135744.018817627,-440817.974528391
309,palisades,minor (10-25%),asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,combustible,131942.92563047,-439825.710067088
310,palisades,no damage,tile,masonry,n/a,n/a,n/a,n/a,multi pane,n/a,n/a,132524.023431252,-440007.48726638
311,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,non-combustible,135775.245191476,-439982.672328211
312,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,combustible,combustible,131350.497733394,-440320.320542427
313,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,n/a,non-combustible,135634.107575158,-440415.356882486
314,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,135765.07812441,-440696.840540364
315,palisades,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,non-combustible,135593.900819617,-441128.602786446
316,palisades,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,n/a,combustible,125905.262154102,-441055.09553734
317,palisades,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,127990.353290423,-440888.842732871
318,palisades,no damage,asphalt,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,132253.595740712,-440332.94674357
319,palisades,no damage,masonry,wood,n/a,composite,unenclosed,n/a,multi pane,n/a,combustible,123877.608723731,-440973.730189852
320,palisades,no damage,metal,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,131948.804346918,-439773.186123129
321,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,single pane,n/a,n/a,135494.719258537,-441090.845310753
322,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,n/a,combustible,135638.057403928,-440371.579529505
323,palisades,no damage,n/a,masonry,n/a,masonry,n/a,n/a,multi pane,non-combustible,non-combustible,132190.034113278,-440120.653828047
324,palisades,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,n/a,n/a,combustible,135729.956430846,-440891.684889738
325,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,131798.514465447,-439910.911466084
326,palisades,destroyed (>50%),tile,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,135750.300744103,-439937.090881338
327,palisades,destroyed (>50%),tile,masonry,n/a,n/a,n/a,> 1/8 in,single pane,n/a,non-combustible,135698.308297024,-441002.690276464
328,palisades,destroyed (>50%),asphalt,masonry,masonry,wood,n/a,n/a,n/a,n/a,combustible,124491.844540905,-441053.144277349
329,palisades,destroyed (>50%),tile,masonry,n/a,n/a,n/a,n/a,single pane,n/a,n/a,127977.03492651,-441004.778441522
330,palisades,destroyed (>50%),tile,masonry,n/a,n/a,unenclosed,n/a,n/a,n/a,non-combustible,136242.763895822,-439475.705423087
331,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,combustible,135757.069248416,-440040.315799562
332,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,n/a,n/a,135681.288343739,-440162.677619461
333,palisades,no damage,metal,masonry,masonry,masonry,n/a,n/a,multi pane,non-combustible,non-combustible,125168.735667019,-440838.377317358
334,palisades,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,<= 1/8 in,n/a,combustible,combustible,132659.944902818,-440354.010010535
335,palisades,destroyed (>50%),n/a,masonry,n/a,n/a,n/a,n/a,single pane,n/a,n/a,127895.857943119,-440902.95460674
336,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,135628.42778844,-441054.628711442
337,palisades,destroyed (>50%),n/a,masonry,n/a,masonry,n/a,n/a,multi pane,n/a,combustible,135697.322404982,-440978.400093427
338,palisades,no damage,metal,wood,masonry,n/a,unenclosed,n/a,single pane,combustible,combustible,137445.401000434,-439648.471564222
339,palisades,no damage,asphalt,masonry,masonry,masonry,enclosed,n/a,multi pane,non-combustible,n/a,124894.541061163,-440897.035150135
340,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,enclosed,n/a,n/a,combustible,combustible,124505.562995342,-441048.042517664
341,palisades,destroyed (>50%),tile,masonry,masonry,wood,n/a,> 1/8 in,single pane,n/a,n/a,132564.077344604,-440278.54923323
342,palisades,destroyed (>50%),tile,n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,137404.660871621,-439765.154349163
